PoliceDepartment,UserID,user.mentioned,UserName,created_at,description,friend_count,follower_count,tff,tff_range,comention.public,comention.mention,no_mentions_inTweet,area,fav_retweet,UserLocation,PDLocation,MentionedUser.LocationTag,UserRole
NYPDnews,37683414,nyc311,New York City 311,05-04-2009 15:31,311 is your source for New York City non-emergency government services. Account not monitored 24 hours. User policy: http://t.co/gce3s6IMOg,209,145462,695.99,>10,0,1,2,AC,27,new york city,new york city,Local,Police
NYPDnews,37687633,nyc_dot,NYC DOT,05-04-2009 15:50,"Providing for the safe, efficient & sustainable movement of people & goods, in order to enhance the economy and quality of life in NYC. http://t.co/N0igPl3T7S",562,73941,131.57,>10,0,1,2,AC,35,new york city,new york city,Local,Not Identified
NYPDnews,39367703,mets,New York Mets,05-11-2009 23:04,Official Twitter of the New York Mets,1250,537642,430.11,>10,0,1,1,AC,942,citi field,new york city,Non-Local,Not Identified
SpokanePD,39853380,steveekxly,Stevee Chapman,5/13/2009 22:20,"Digital Media Producer @kxly4news. Analyzer of analytics, pretty outdoorsy, novice home cook, probably watching Parks & Rec.
Instagram: steveechapman",388,707,1.82,1->2,0,1,4,AC,3,wa,"spokane, wa",Local,Media
CLEpolice,40358743,browns,Cleveland Browns,5/15/2009 23:16,Official Twitter account of the Cleveland #Browns. Snapchat: OfficialBrowns,338,624703,1848.23,>10,0,1,1,AC,12,#dawgpound,"cleveland, oh",Non-Local,Not Identified
NYPDnews,40927173,yankees,New York Yankees,5/18/2009 18:00,Official Twitter of the New York Yankees,260,1650917,6349.68,>10,0,1,2,AC,45,yankee stadium,new york city,Non-Local,Not Identified
sppdPIO,41409629,stkate,St. Kate's,5/20/2009 17:54,"St. Catherine University prepares students to make a difference in their professions, their communities 
and the world. #stkates",2484,4118,1.66,1->2,0,1,7,AC,3,"st. paul, mn","st. paul, mn",Local,Not Identified
sppdPIO,42090411,mayorcoleman,Chris Coleman,5/23/2009 20:19,Mayor of the Most Livable City in America.,458,16404,35.82,>10,0,1,1,AC,4,saint paul,"st. paul, mn",Local,Politician
NYPDnews,42145896,nybloodcenter,NY Blood Center,5/24/2009 2:27,New York Blood Center is one of the nation's largest nonprofit community-based blood centers.,808,3350,4.15,2->10,0,1,2,AC,24,"new york, new jersey",new york city,Local,Not Identified
SLMPD,42299196,guyphillips,Guy Phillips,5/24/2009 22:59,,115,2496,21.7,>10,0,1,1,AC,2,st. louis,"st. louis, mo",Local,Not Provided
PortlandPolice,42711666,voodoodoughnut,Voodoo Doughnut,5/26/2009 20:28,"Voodoo Doughnut, where the magic is in the hole and good things come in pink boxes.",4401,25449,5.78,2->10,0,1,1,AC,113,oregon & denver,"portland, oregon",Local,Not Identified
PortlandPolice,42932101,multcoso,MCSO PIO,5/27/2009 17:35,Multnomah County Sheriff's Office,48,2494,51.96,>10,0,1,3,AC,40,multnomah county,"portland, oregon",Non-Local,Police
PortlandPolice,42980787,crimestoppersor,Crime Stoppers,5/27/2009 22:18,"Cash rewards up to $1,000 for information that leads to an arrest in any unsolved felony and you can remain anonymous. Call 503-823-HELP (4357) to leave a tip.",261,3492,13.38,>10,0,1,1,AC,2,oregon,"portland, oregon",Local,Not Identified
ScottsdalePD,43024351,sfgiants,San Francisco Giants,5/28/2009 2:12,3-Time World Champion @SFGiants. Official Hashtag = #SFGiants #WeAreSF #WeAreGiant | Instagram @SFGiants | Snapchat SFGiants,250,1035583,4142.33,>10,0,1,1,AC,15,"at&t park, san francisco, ca","scottsdale, arizona",Local,Not Identified
NYPDnews,43425975,ny1,NY1 News,5/29/2009 22:37,Updates from Time Warner Cable's 24-hr news channel in NYC. @NY1 is on Facebook & Instagram.,84,267997,3190.44,>10,0,1,2,AC,25,new york city,new york city,Local,Police
SLMPD,44208808,fairsaintlouis,Fair Saint Louis,06-02-2009 21:09,Fair Saint Louis ‰Û_ Where America Comes to Celebrate! #FairSTL,295,4695,15.92,>10,0,1,2,AC,11,"st. louis, mo","st. louis, mo",Local,Not Identified
SpokanePD,44318119,alyssakxly,Alyssa Donovan,06-03-2009 07:58,News & Weather reporter for KXLY4. Proud Illinois girl enjoying & exploring the Northwest! Opinions are my own.,578,1271,2.2,2->10,0,1,2,AC,13,"spokane, washington","spokane, wa",Local,Media
StocktonPolice,46470122,lasdhq,LA County Sheriff's,06-11-2009 19:39,Los Angeles County Sheriff's Department  (Headquarters). Official. #LASD https://t.co/icwmbvYOkv https://t.co/aqLb8Eq5Ml,462,50317,108.91,>10,0,1,3,AC,44,"los angeles county, california","stockton, ca, usa",Non-Local,Police
SLMPD,47093756,pridestl,Pride St. Louis,6/14/2009 13:46,PrideFest 2016 is June 24th-26th at Soldiers' Memorial in Downtown St. Louis!,1466,2101,1.43,1->2,0,1,3,AC,6,"st. louis, mo","st. louis, mo",Local,Not Identified
PortlandPolice,48765264,multcopets,MultCoAnimalServices,6/19/2009 17:16,"Multnomah County Animal Services offers pet adoptions, licensing, lost & found, cruelty investigation and rescue services.",148,1992,13.46,>10,0,1,1,AC,328,"multnomah county, oregon","portland, oregon",Local,Other Sectors
NYPDnews,48783951,johnjaycollege,John Jay College,6/19/2009 18:24,Official Twitter account for #JohnJayCollege at the City University of New York (#CUNY). Share with the JJC community using #MyJohnJay.,1292,7730,5.98,2->10,0,1,3,AC,23,"new york city, ny",new york city,Local,Not Identified
PortlandPolice,49706919,nhtsagov,NHTSA,6/22/2009 17:57,,447,39111,87.5,>10,0,1,1,AC,83,,"portland, oregon",Missing,Not Provided
NYPDnews,50687788,macys,Macy's,6/25/2009 16:13,The Magic of Macy‰Ûªs. Follow us for info about must-have fashion and exciting events from your favorite store. Need help? Email Care@macys.com,1201,931301,775.44,>10,0,1,1,AC,66,,new york city,Missing,Not Identified
SLMPD,52847728,cardinals,St. Louis Cardinals,07-01-2009 20:54,Official Twitter of the St. Louis Cardinals | #STLCards,1076,808582,751.47,>10,0,1,1,AC,14,busch stadium,"st. louis, mo",Non-Local,Not Identified
CLEpolice,52861612,indians,#VoteTribe,07-01-2009 21:44,Official Twitter of the Tribe. We don't make the lineup or control the weather. #VoteTribe through June 30 here: https://t.co/0Q5s2LHqpb,199,407839,2049.44,>10,0,1,3,AC,9,progressive field,"cleveland, oh",Non-Local,Not Identified
SFPD,52952857,up4life,United Playaz,07-02-2009 03:20,It Takes the Hood to Save the Hood,89,261,2.93,2->10,0,1,4,AC,8,san francisco,"san francisco, ca",Local,Not Identified
NYPDnews,54322036,doinews,NYC DOI Press Office,07-06-2009 20:27,"The Official Twitter of the NYC Department of Investigation, led by Commissioner Mark G. Peters. Report corruption tips to DOI at http://t.co/XVmFc3mEJO",126,6607,52.44,>10,0,1,3,AC,2,"new york, ny",new york city,Local,Not Identified
PortlandPolice,54885400,usnavy,U.S. Navy,07-08-2009 12:51,"Official Twitter account of the #USNavy. (Following, RTs and links ‰äÊ endorsement)",1224,652130,532.79,>10,0,1,5,AC,47,the 7 seas!,"portland, oregon",Non-Local,Politician
PortlandPolice,54996440,pdxstreetcar,Portland Streetcar,07-08-2009 19:15,Providing streetcar service to the Central City since 2001.,198,3279,16.56,>10,0,1,1,AC,10,"portland, oregon","portland, oregon",Local,Not Identified
StocktonPolice,56445001,rphillipsblog,Roger Phillips,7/13/2009 18:07,"City Hall reporter, courts coverage and multimedia journalist for The Record in Stockton.",746,1446,1.94,1->2,0,1,1,AC,1,"stockton, california","stockton, ca, usa",Local,Media
NYPDnews,57328056,antiviolence,AVP,7/16/2009 13:02,"AVP provides counseling, advocacy, community organizing support, and education in our mission to end violence against LGBTQ and HIV-affected communities.",1585,3114,1.96,1->2,0,1,1,AC,14,"new york, ny",new york city,Local,Other Sectors
detroitpolice,57457257,detroitk12,DetroitPublicSchools,7/16/2009 21:49,"Detroit Public Schools, the largest school system in Michigan, is focused on creating Centers of Excellence in every school and neighborhood for every child.",289,6438,22.28,>10,0,1,3,AC,1,detroit,"city of detroit, mi",Local,Other Sectors
PortlandPolice,59539942,ahnw,Adventist Med Center,7/23/2009 18:05,"Adventist Medical Center: Our mission is to be the healing ministry of Jesus Christ. Tweets mostly from Adam, social media manager.",1314,3135,2.39,2->10,0,1,4,AC,6,"portland, or","portland, oregon",Local,Other Sectors
SLMPD,60682038,harrisstowe,Harris-Stowe Univ,7/27/2009 19:12,We educate! Go Hornets!,255,987,3.87,2->10,0,1,3,AC,8,"st. louis, missouri","st. louis, mo",Local,Not Identified
SFPD,60981012,sfacc,SF Animal Care,7/28/2009 18:28,"Dogs, cats, birds, bunnies, guinea pigs, hamsters, rats #animalrescue and #adoptions. San Francisco‰Ûªs only open door shelter. Home to Animal Cops San Francisco.",230,1347,5.86,2->10,0,1,1,AC,5,"san francisco, ca","san francisco, ca",Local,Not Identified
NYPDnews,61903300,makeawish,Make-A-Wish America,7/31/2009 23:26,"We grant the wishes of children with life-threatening medical conditions to enrich the human experience with hope, strength and joy",10313,205778,19.95,>10,0,1,4,AC,31,"phoenix, az",new york city,Non-Local,Not Identified
SFPD,62118332,salvationarmysf,Salvation Army SF,08-01-2009 21:05,Salvation Army has been serving SF for 130 years! Its enthusiasm to serve those in need is driven by its mission: to meet human need... without discrimination.,2391,2864,1.2,1->2,0,1,3,AC,8,san francisco,"san francisco, ca",Local,Not Identified
NYPDnews,66369181,deptofdefense,U.S. Dept of Defense,8/17/2009 14:43,Official account of the Department of Defense. Full coverage of events: @DoDNews,941,2175186,2311.57,>10,0,1,2,AC,43,"washington, dc",new york city,Non-Local,Politician
SLMPD,66432658,chaseparkplaza,The Chase Park Plaza,8/17/2009 18:01,"Historic, luxury hotel in the Central West End, St. Louis.  Tweeting about what is happening at the hotel...we would love to hear from you!",1396,1894,1.36,1->2,0,1,2,AC,6,"saint louis, mo","st. louis, mo",Local,Not Identified
sppdPIO,66967746,metpoliceuk,Metropolitan Police,8/19/2009 10:41,"London's Metropolitan Police Service. 
Also at http://t.co/lgQORuJh. 
Don't report crime on Twitter. In emergencies always call 999. http://t.co/hQbnhW7l.",417,419027,1004.86,>10,0,1,7,AC,0,london,"st. paul, mn",Non-Local,Not Identified
VBPD,70387394,virginiabeachfd,VBFD,8/31/2009 13:06,The official twitter account for Virginia Beach Fire Department. Follow us on facebook at http://t.co/6s4pkqMcW8,98,2175,22.19,>10,0,1,3,AC,12,virginia beach,"virginia beach, va",Local,Not Identified
SLMPD,71026122,mcdonalds,McDonald's,09-02-2009 17:46,Welcome to the McDonald‰Ûªs USA Twitter page! Customer Service: @Reachout_mcd - Global questions: @McDonaldsCorp,14668,3212996,219.05,>10,0,1,3,AC,12,,"st. louis, mo",Missing,Not Identified
VBPD,73426269,toledopolice,Toledo Police,09-11-2009 16:46,THE OFFICIAL TWITTER PAGE OF THE TOLEDO POLICE DEPARTMENT,72,12114,168.25,>10,0,1,2,AC,2,"toledo, ohio","virginia beach, va",Non-Local,Police
SpokanePD,78087055,policemag,POLICE Magazine,9/28/2009 18:41,Helping law enforcement officers do their job more effectively and safely. POLICE Magazine - http://t.co/BltwXvEoyR #police #sheriff #criminaljustice #officer,4756,21901,4.6,2->10,0,1,3,AC,6,law enforcement community,"spokane, wa",Non-Local,Police
PortlandPolice,78109966,indowntownpdx,Downtown Portland,9/28/2009 20:12,"Sip, eat and explore with us. Make the most of your time in downtown Portland!  #downtownPDX",3736,48963,13.11,>10,0,1,5,AC,46,"portland, oregon","portland, oregon",Local,Not Identified
PortlandPolice,78728861,arlingtonpd,"Arlington Police, TX",9/30/2009 22:41,The official Twitter page for the Arlington (TX) Police Department. Not monitored 24/7 so please dial 911 in the event of an emergency.,898,60087,66.91,>10,0,1,3,AC,44,"arlington, tx","portland, oregon",Non-Local,Police
PortlandPolice,78747850,lloydcentermall,Lloyd Center Mall,10-01-2009 00:08,"I've been hired by Lloyd Center to be your very own Personal Shopper! I'll keep you posted on great finds, fashion tips and hip happenings @ Lloyd Center.",11,76,6.91,2->10,0,1,3,AC,3,portland oregon,"portland, oregon",Local,Not Identified
PortlandPolice,80102659,7eleven,7-Eleven,10-05-2009 19:19,7-Eleven USA. Watch as we take #HacksOnSnacks to new levels with the sweetest hacks everrrr. #Slurpee50,33,100953,3059.18,>10,0,1,1,AC,13,"dallas, tx","portland, oregon",Non-Local,Not Identified
ScottsdalePD,80397168,azautotheft,Arizona Auto Theft,10-06-2009 20:38,,165,249,1.51,1->2,0,1,6,AC,8,"phoenix, arizona","scottsdale, arizona",Local,Not Provided
SFPD,82408312,cincinnatipd,Cincinnati Police,10/14/2009 17:17,,89,14061,157.99,>10,0,1,2,AC,80,"cincinnati, ohio 45214","san francisco, ca",Non-Local,Not Provided
NYPDnews,88019884,nycpride,New York City Pride,11-06-2009 19:59,"NYC Pride is the 501c3 non-profit responsible for producing the official LGBT Pride Week events annually in New York City. NYC Pride 2016: 6/19 - 26, 2016.",246,19392,78.83,>10,0,1,3,AC,80,new york city,new york city,Local,Not Identified
PortlandPolice,89369100,hattiesburg_ms,City of Hattiesburg,11-12-2009 04:11,All the official updates you need from your City of Hattiesburg departments.,952,5613,5.9,2->10,0,1,1,AC,161,"hattiesburg, ms","portland, oregon",Non-Local,Not Identified
SpokanePD,90515306,spokanefire,Brian Schaeffer,11/16/2009 23:43,The Official and Verified Twitter Feed of Brian Schaeffer and the Spokane Fire Department. This site is not monitored. Call 911 for Fire or Medical assistance.,0,2706,Inf,>10,0,1,3,AC,7,"spokane, wa","spokane, wa",Local,Not Identified
SLMPD,93545284,greatdaystlouis,Great Day St. Louis,11/30/2009 2:52,Watch Great Day St. Louis every weekday at 9:00 AM on KMOV Channel 4!,76,3588,47.21,>10,0,1,4,AC,5,"st. louis, missouri","st. louis, mo",Local,Not Identified
SpokanePD,93736499,jeffrossen,Jeff Rossen,11/30/2009 23:27,"NBC's National Investigative Correspondent -- #RossenReports, Emmy and Peabody Award Winner, Instrument Pilot, Proud Dad, Dream Interpreter.",335,31133,92.93,>10,0,1,4,AC,5,"new york, ny","spokane, wa",Non-Local,Media
NYPDnews,94013297,mmviverito,Melissa MarkViverito,12-02-2009 03:42,"Speaker, @NYCCouncil | Representing District 8 (El Barrio/East Harlem and the South Bronx)",2858,22515,7.88,2->10,0,1,3,AC,20,"el barrio, south bronx, nyc",new york city,Non-Local,Politician
NYPDnews,94129050,mta,MTA,12-02-2009 17:06,"The official Twitter feed of the Metropolitan Transportation Authority of the State of New York. This is not monitored 24/7. To report an emergency, dial 911.",254,498859,1964.01,>10,0,1,2,AC,10,new york metro region,new york city,Local,Not Identified
SFPD,95453782,omahapolice,Omaha Police Dept.,12-08-2009 16:39,This account is not monitored 24/7. Call 911 for emergencies or anything requiring a police response. Stay safe!,2007,43498,21.67,>10,0,1,1,AC,65,"omaha, nebraska","san francisco, ca",Non-Local,Police
NYPDnews,95930552,nyautoshow,New York Auto Show,12-10-2009 16:09,The official Twitter of the New York International Auto Show. #NYIAS,378,33914,89.72,>10,0,1,1,AC,111,jacob javits center,new york city,Non-Local,Not Identified
BPDVT,102887944,mirobtv,Miro Weinberger,01-08-2010 04:44,"Mayor of Burlington, Vermont. Elected March 6, 2012. Tweets marked -tm are from Team Miro.",710,5622,7.92,2->10,0,1,2,AC,3,"burlington, vt","burlington, vermont",Local,Politician
oaklandpoliceca,103535653,libbyformayor,Libby Schaaf,01-10-2010 10:12,,625,4118,6.59,2->10,0,1,2,AC,10,"oakland, ca","oakland, ca",Local,Not Provided
NYPDnews,119166791,amtrak,Amtrak,03-02-2010 21:35,Ride with #Amtrak and discover the nicer way to travel.,423,109210,258.18,>10,0,1,2,AC,62,over 500 destinations,new york city,Non-Local,Not Identified
NYPDnews,121254571,thegarden,MSG,03-08-2010 23:08,"Official Twitter for ‰ÛÏWorld‰Ûªs Most Famous Arena,‰Û #MadisonSquareGarden and the #TheaterMSG Instagram: @MadisonSquareGarden",5314,179205,33.72,>10,0,1,1,AC,271,"new york, ny",new york city,Local,Not Identified
NYPDnews,126511890,nycha,NYCHA,3/26/2010 3:07,"With over 400,000 residents living in 177,666 apartments, NYCHA is the largest & oldest public housing authority in the nation https://t.co/N0igPl3T7S",1383,17695,12.79,>10,0,1,3,AC,20,new york city,new york city,Local,Other Sectors
SLMPD,132207839,sluhospital,SLU Hospital,04-12-2010 15:51,"At Saint Louis University Hospital, You Are Special, We Are Specialists.",525,1744,3.32,2->10,0,1,1,AC,14,"st. louis, missouri","st. louis, mo",Local,Not Identified
detroitpolice,137781438,christytv,Christy McDonald,4/27/2010 19:02,"TV anchor for PBS Detroit @MiWeek , mother of 3, blogger, sometimes karaoke singer, tennis junkie, wife to Detroit sports guy @JamieSamuelsen",266,5373,20.2,>10,0,1,5,AC,6,"troy, michigan","city of detroit, mi",Non-Local,Media
NYPDnews,142466307,tunnel2towers,Tunnel To Towers,05-10-2010 23:49,Official page for the Stephen Siller Tunnel To Towers Foundation. Supporting our first responders & military heroes. #OurBravest,1500,4764,3.18,2->10,0,1,1,AC,106,"ny, ny",new york city,Non-Local,Not Identified
